Item Code,Phasing Type,UOM,Sell Type,Year,View By,Channel Code,Sub Division Name,Group SKU,DP Name,Region Name,DC,FC,Calendar Month
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,HCM,JP1,2.67E-05,3
04HP00030,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,HCM,MTD,0.000765427,3
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,HCM,MTD,0.008823682,3
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,HCM,MTF,0.082106684,3
04HP00030,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Bắc,MTA,0.00715215,3
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Bắc,MTA,0.215725923,3
04HP00030,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Bắc,MTH,0.16339911,3
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Bắc,MTH,0.252406135,3
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Bắc,MTS,0.192792284,3
04HP00030,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Đông,DTD,0.023247287,3
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Đông,DTD,0.014818655,3
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Đông,GMT,0.167064233,3
04HP00030,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Đông,MTD,0.076863665,3
04HP00030,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Tây,MTD,0.00257036,3
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Tây,MTD,0.190893905,3
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Trung,DTD,0.198984736,3
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Trung,MTA,0.070029358,3
04HP00030,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Trung,MTN,0.059236072,3
04HP00047,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 3kg,Miền Trung,MTN,0.095599288,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,HCM,DTD,8.29E-08,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,HCM,JP1,6.44E-08,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,HCM,MTD,0.000481167,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,HCM,MTD,1.05E-05,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,HCM,MTF,0.000131941,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Bắc,MTA,0.021442571,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Bắc,MTA,0.000384929,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Bắc,MTH,0.085770285,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Bắc,MTH,0.00048965,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Bắc,MTS,0.000384174,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Đông,DTD,4.25E-05,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Đông,GMT,0.000323128,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Đông,MTD,0.062932289,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Tây,MTD,0.001615793,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Tây,MTD,0.000357453,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Trung,DTD,0.00070067,3
04HP00033,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 4.5kg,Miền Trung,MTN,0.0372373,3
04HP00028,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 400gr,Miền Bắc,MTA,0.01127006,3
04HP00028,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 400gr,Miền Bắc,MTH,0.015026746,3
04HP00028,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 400gr,Miền Bắc,MTS,0.00892213,3
04HP00028,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 400gr,Miền Tây,MTD,0.014066008,3
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,HCM,MTD,0.000437847,3
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Bắc,MTA,0.010117377,3
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Bắc,MTA,0.061200626,3
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Bắc,MTH,0.087443046,3
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Bắc,MTH,0.073554348,3
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Bắc,MTS,0.06191061,3
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Đông,DTD,0.004926453,3
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Đông,GMT,0.042802186,3
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Đông,MTD,0.05726646,3
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Tây,MTD,0.001470323,3
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Tây,MTD,0.039797688,3
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Trung,DTD,0.052077994,3
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Trung,MTA,0.013709661,3
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Trung,MTN,0.033884805,3
04HP00029,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột giặt Joins,Powder Detergent Joins 2 in 1 800gr,Miền Trung,MTN,0.016376728,3
NBRO01000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Bột giặt Rose 100gr,HCM,HCM,0.00289124,3
NBRO03000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Bột giặt Rose xá 10 kg,HCM,HCM,0.002805773,3
NBWN02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Bột giặt White NET Lemon 1 kg,HCM,HCM,0.019180454,3
NBWN01000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Bột giặt White NET Lemon 500,HCM,HCM,0.047202822,3
NBMK01000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Bột giặt xá MKL 12% hương NET,HCM,HCM,0.049661601,3
NBEX04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,HCM,NETCO,0.409409862,3
04HP00069,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,Miền Bắc,MTA,0.000428967,3
04HP00069,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,Miền Bắc,MTH,0.001715869,3
04HP00069,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,Miền Bắc,MTS,0.003288749,3
NBEX04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,Miền Đông,NETCO,0.447645007,3
NBEX04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,Miền Tây,NETCO,1.537889426,3
04HP00069,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,Miền Trung,MTA,0.003956966,3
NBEX04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 12.5kg,Miền Trung,NETCO,0.305747701,3
04HP00057,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 13.5kg,Miền Bắc,MTH,0.008419844,3
04HP00057,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo extra 13.5kg,Miền Trung,HCM,0.002581266,3
NBHS04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,HCM,NETCO,0.352547381,3
04HP00060,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Bắc,MTA,0.01895394,3
04HP00060,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Bắc,MTH,0.083852232,3
04HP00060,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Bắc,MTS,0.018195783,3
NBHS04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Đông,NETCO,0.385472089,3
NBHS04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Tây,NETCO,1.324293673,3
04HP00060,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Trung,DTD,0.006289587,3
04HP00060,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Trung,MTA,0.066898334,3
04HP00060,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Trung,MTN,0.00857671,3
NBHS04100,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent Net combo hương hoa sứ 10.6kg,Miền Trung,NETCO,0.263282743,3
NBEX04000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Extra 5.5kg,HCM,NETCO,0.022744992,3
NBEX04000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Extra 5.5kg,Miền Đông,NETCO,0.024869167,3
NBEX04000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Extra 5.5kg,Miền Tây,NETCO,0.085438301,3
NBEX04000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Extra 5.5kg,Miền Trung,NETCO,0.016985983,3
NBEX03000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Powder Detergent NET Extra 6kg,HCM,HCM,0.000881375,3
04HP00019,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt NET,Powder Detergent NET Extra 6kg,HCM,MTD,0.014815198,3
04HP00002,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 2.4kg,Miền Bắc,MTH,0.000343235,3
04HP00002,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 2.4kg,Miền Trung,HCM,0.00128713,3
NBHS02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,HCM,HCM,0.001731235,3
NBHS02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,HCM,NETCO,0.102352465,3
04HP00004,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Bắc,MTA,0.001252649,3
04HP00004,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Bắc,MTH,0.061379837,3
04HP00004,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Bắc,MTS,0.008142223,3
NBHS02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Đông,NETCO,0.111911252,3
NBHS02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Tây,NETCO,0.384472357,3
04HP00004,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Trung,DTD,0.008307964,3
04HP00004,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Trung,MTA,0.015105389,3
04HP00004,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Trung,MTN,0.026434431,3
NBHS02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 300gr,Miền Trung,NETCO,0.076436925,3
NBHS03000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,HCM,HCM,0.007846253,3
NBHS03000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,HCM,NETCO,0.079607473,3
04HP00003,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Bắc,MTA,0.007384914,3
04HP00003,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Bắc,MTH,0.024081242,3
04HP00003,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Bắc,MTS,0.00401354,3
NBHS03000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Đông,NETCO,0.087042085,3
NBHS03000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Tây,NETCO,0.299034055,3
04HP00003,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Trung,DTD,0.003575018,3
04HP00003,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Trung,MTA,0.020139268,3
04HP00003,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Trung,MTN,0.001787509,3
NBHS03000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 600gr,Miền Trung,NETCO,0.059450942,3
NBHS06000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_HRC,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,HCM,HCM,0.002434434,3
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,HCM,MTD,0.014207777,3
NBHS06000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,HCM,NETCO,0.14784245,3
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Bắc,MTA,0.061864604,3
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Bắc,MTH,0.113276231,3
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Bắc,MTS,0.052264928,3
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Đông,DTD,0.101872676,3
NBHS06000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Đông,NETCO,0.161649586,3
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Tây,MTD,0.016813937,3
NBHS06000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Tây,NETCO,0.55534896,3
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Trung,DTD,0.019514095,3
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Trung,MTA,0.031710406,3
04HP00001,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Trung,MTN,0.071226451,3
NBHS06000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET hương Hoa Sứ 6kg,Miền Trung,NETCO,0.110408892,3
NBHH02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Matic hương nước hoa 6kg,HCM,NETCO,0.022744992,3
04HP00021,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET Matic hương nước hoa 6kg,Miền Bắc,MTA,0.003554577,3
04HP00021,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET Matic hương nước hoa 6kg,Miền Bắc,MTH,0.008886441,3
NBHH02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Matic hương nước hoa 6kg,Miền Đông,NETCO,0.024869167,3
NBHH02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Matic hương nước hoa 6kg,Miền Tây,NETCO,0.085438301,3
04HP00021,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt NET,Powder Detergent NET Matic hương nước hoa 6kg,Miền Trung,MTN,0.001865077,3
NBHH02000,Weighted Phasing,Val (Bio),Sell In,2023,MUF,NETCO_C1,Home Care,Bột Giặt NET,Powder Detergent NET Matic hương nước hoa 6kg,Miền Trung,NETCO,0.016985983,3
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,HCM,MTD,0.000392964,3
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,HCM,MTD,0.004145705,3
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,HCM,MTF,0.057961652,3
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Bắc,MTA,0.014236871,3
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Bắc,MTA,0.086827722,3
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Bắc,MTH,0.071660614,3
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Bắc,MTH,0.089891138,3
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Bắc,MTS,0.086394512,3
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Đông,DTD,0.005191577,3
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Đông,DTD,0.020213621,3
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Đông,GMT,0.11412979,3
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Đông,MTD,0.041570964,3
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Tây,MTD,0.001200962,3
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,GT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Tây,MTD,0.132567333,3
04HP00117,Weighted Phasing,Val (Bio),Sell In,2023,MUF,MT0,Home Care,Bột Giặt SUPERNET,Powder Detergent Super NET 3kg,Miền Trung,MTN,0.029634937,3
