DP Name,Region Name,Channel Code,1,2,3,4,5,6,7,8,9,10,11,12
CN Inno 2 (VN),Miền Bắc,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 2 (VN),Miền Trung,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 2 (VN),Miền Đông,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 2 (VN),Miền Tây,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 2 (VN),HCM,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 2 (VN),Miền Bắc,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 2 (VN),Miền Trung,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 2 (VN),Miền Đông,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 2 (VN),Miền Tây,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 2 (VN),HCM,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 3 (Seafood),Miền Bắc,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 3 (Seafood),Miền Trung,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 3 (Seafood),Miền Đông,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 3 (Seafood),Miền Tây,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 3 (Seafood),HCM,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 3 (Seafood),Miền Bắc,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 3 (Seafood),Miền Trung,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 3 (Seafood),Miền Đông,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 3 (Seafood),Miền Tây,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 3 (Seafood),HCM,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 4 (Mara),Miền Bắc,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 4 (Mara),Miền Trung,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 4 (Mara),Miền Đông,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 4 (Mara),Miền Tây,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 4 (Mara),HCM,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 4 (Mara),Miền Bắc,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 4 (Mara),Miền Trung,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 4 (Mara),Miền Đông,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 4 (Mara),Miền Tây,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 4 (Mara),HCM,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 5 (Egg),Miền Bắc,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 5 (Egg),Miền Trung,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 5 (Egg),Miền Đông,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 5 (Egg),Miền Tây,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 5 (Egg),HCM,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 5 (Egg),Miền Bắc,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 5 (Egg),Miền Trung,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 5 (Egg),Miền Đông,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 5 (Egg),Miền Tây,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
CN Inno 5 (Egg),HCM,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Healthy,Miền Bắc,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Healthy,Miền Trung,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Healthy,Miền Đông,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Healthy,Miền Tây,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Healthy,HCM,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Healthy,Miền Bắc,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Healthy,Miền Trung,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Healthy,Miền Đông,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Healthy,Miền Tây,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Healthy,HCM,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Ly New,Miền Bắc,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Ly New,Miền Trung,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Ly New,Miền Đông,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Ly New,Miền Tây,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Ly New,HCM,GT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Ly New,Miền Bắc,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Ly New,Miền Trung,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Ly New,Miền Đông,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Ly New,Miền Tây,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
OMC Ly New,HCM,MT0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Instant Noodle Kokomi Tôm 30gói 65gr,Miền Bắc,GT0_C1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Instant Noodle Kokomi Tôm 30gói 65gr,Miền Trung,GT0_C1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Instant Noodle Kokomi Tôm 30gói 65gr,Miền Đông,GT0_C1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Instant Noodle Kokomi Tôm 30gói 65gr,Miền Tây,GT0_C1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Instant Noodle Kokomi Tôm 30gói 65gr,HCM,GT0_C1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Instant Coffee Wake up nâu đá 3 in 1 hộp 24gr,Miền Bắc,GT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Coffee Wake up sữa đá 3in1 hộp 24gr,Miền Bắc,MT0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
Instant Coffee Wake up sữa đá 3in1 hộp 24gr,HCM,MT0,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Instant Coffee Wake up sữa đá 3in1 hộp 24gr,HCM,GT0,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858
Instant Coffee Wake up sữa đá 3in1 hộp 24gr,Miền Đông,GT0,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476
Instant Coffee Wake up sữa đá 3in1 hộp 24gr,Miền Trung,GT0,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501
Instant Coffee Wake up sữa đá 3in1 hộp 24gr,Miền Tây,GT0,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388
Instant Coffee Wake up sữa đá 3in1 bịch 24gr,HCM,GT0,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858,0.13698287519478858
Instant Coffee Wake up sữa đá 3in1 bịch 24gr,Miền Đông,GT0,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476,0.3908149457032476
Instant Coffee Wake up sữa đá 3in1 bịch 24gr,Miền Trung,GT0,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501,0.2600842295849501
Instant Coffee Wake up sữa đá 3in1 bịch 24gr,Miền Tây,GT0,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388,0.21211794951701388
Instant Coffee Vinacafe đen kiểu Americano 14gr,HCM,GT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Instant Coffee Vinacafe đen kiểu Americano 14gr,Miền Bắc,GT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Instant Coffee Vinacafe sữa kiểu Mocha 39gr,HCM,GT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Instant Coffee Vinacafe sữa kiểu Mocha 39gr,Miền Bắc,GT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Instant Coffee Vinacafe sữa kiểu Latte hương hạt phỉ 39gr,HCM,GT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Instant Coffee Vinacafe sữa kiểu Latte hương hạt phỉ 39gr,Miền Bắc,GT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Instant Coffee Vinacafe đen kiểu Americano 14gr,HCM,MT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Instant Coffee Vinacafe đen kiểu Americano 14gr,Miền Bắc,MT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Instant Coffee Vinacafe sữa kiểu Mocha 39gr,HCM,MT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Instant Coffee Vinacafe sữa kiểu Mocha 39gr,Miền Bắc,MT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Instant Coffee Vinacafe sữa kiểu Latte hương hạt phỉ 39gr,HCM,MT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Instant Coffee Vinacafe sữa kiểu Latte hương hạt phỉ 39gr,Miền Bắc,MT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
RTD Cereals B'fast hương cam 110ml,HCM,GT0,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309
RTD Cereals B'fast hương cam 110ml,Miền Bắc,GT0,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671
RTD Cereals B'fast hương cam 110ml,Miền Đông,GT0,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308
RTD Cereals B'fast hương cam 110ml,Miền Tây,GT0,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694
RTD Cereals B'fast hương cam 110ml,Miền Trung,GT0,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204
RTD Cereals B'fast hương cam 180ml,HCM,GT0,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884
RTD Cereals B'fast hương cam 180ml,Miền Bắc,GT0,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566
RTD Cereals B'fast hương cam 180ml,Miền Đông,GT0,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956
RTD Cereals B'fast hương cam 180ml,Miền Tây,GT0,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168
RTD Cereals B'fast hương cam 180ml,Miền Trung,GT0,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473
RTD Cereals B'fast hương dưa lưới 110ml,HCM,GT0,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309,0.03249562844184309
RTD Cereals B'fast hương dưa lưới 110ml,Miền Bắc,GT0,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671,0.5312050321491671
RTD Cereals B'fast hương dưa lưới 110ml,Miền Đông,GT0,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308,0.1165965142895308
RTD Cereals B'fast hương dưa lưới 110ml,Miền Tây,GT0,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694,0.10705080722035694
RTD Cereals B'fast hương dưa lưới 110ml,Miền Trung,GT0,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204,0.21265201789910204
RTD Cereals B'fast hương dưa lưới 180ml,HCM,GT0,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884,0.0842541948641884
RTD Cereals B'fast hương dưa lưới 180ml,Miền Bắc,GT0,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566,0.47304471431661566
RTD Cereals B'fast hương dưa lưới 180ml,Miền Đông,GT0,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956,0.15994128735205956
RTD Cereals B'fast hương dưa lưới 180ml,Miền Tây,GT0,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168,0.09908655480362168
RTD Cereals B'fast hương dưa lưới 180ml,Miền Trung,GT0,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473,0.18367324866351473
Instant Coffee Wake up 3 in 1 Bờ hồ 17gr,Miền Bắc,GT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R&G Coffee Vinacafe Café rang xay Đặc biệt 200g,HCM,GT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
R&G Coffee Vinacafe Café rang xay Đặc biệt 200g,Miền Tây,GT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
R&G Coffee Vinacafe Đặc biệt 200g,HCM,GT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
R&G Coffee Vinacafe Đặc biệt 200g,Miền Tây,GT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
R&G Capsule Wake up độ đậm cấp 1 3gr,HCM,MT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
R&G Capsule Wake up độ đậm cấp 1 3gr,Miền Bắc,MT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
R&G Capsule Wake up độ đậm cấp 2 3gr,HCM,MT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
R&G Capsule Wake up độ đậm cấp 2 3gr,Miền Bắc,MT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
R&G Capsule Wake up độ đậm cấp 3 3gr,HCM,MT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
R&G Capsule Wake up độ đậm cấp 3 3gr,Miền Bắc,MT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
R&G Capsule Wake up độ đậm cấp 4 3gr,HCM,MT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
R&G Capsule Wake up độ đậm cấp 4 3gr,Miền Bắc,MT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
R&G Capsule Wake up độ đậm cấp 5 3gr,HCM,MT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
R&G Capsule Wake up độ đậm cấp 5 3gr,Miền Bắc,MT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
R&G Capsule Wake up độ đậm cấp 6 3gr,HCM,MT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
R&G Capsule Wake up độ đậm cấp 6 3gr,Miền Bắc,MT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
R&G Capsule Wake up độ đậm cấp 7 3gr,HCM,MT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
R&G Capsule Wake up độ đậm cấp 7 3gr,Miền Bắc,MT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
R&G Capsule Wake up độ đậm combo 7 cấp 3gr,HCM,MT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
R&G Capsule Wake up độ đậm combo 7 cấp 3gr,Miền Bắc,MT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
R&G Capsule Wake up độ đậm cấp 1 3gr,HCM,KA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R&G Capsule Wake up độ đậm cấp 2 3gr,HCM,KA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R&G Capsule Wake up độ đậm cấp 3 3gr,HCM,KA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R&G Capsule Wake up độ đậm cấp 4 3gr,HCM,KA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R&G Capsule Wake up độ đậm cấp 5 3gr,HCM,KA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R&G Capsule Wake up độ đậm cấp 6 3gr,HCM,KA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R&G Capsule Wake up độ đậm cấp 7 3gr,HCM,KA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R&G Capsule Wake up độ đậm combo 7 cấp 3gr,HCM,KA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Snack B'fast Yum -Nut 25gr,HCM,KA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Coffee Wake up Bờ hồ hộp 17gr,Miền Bắc,GT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cleanser La'petal Inno 1 - 150gr,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Cleanser La'petal Inno 2 - 150gr,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Cleanser La'petal Inno 3 - 150gr,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Body Care La'petal da thường & khô 500ml,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Body Care La'petal da nhờn & mụn 500ml,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Body Care La'petal da khô lá trầu không & cây phục sinh 500ml,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Body Care La'petal da thường lá trầu không & nụ tầm xuân 6ml,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Hand wash La'petal 250ml,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Body Care La'petal da dầu & mụn lá trầu không & kim ngân hoa 6ml,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Body Care La'petal da thường lá trầu không & nụ tầm xuân 250ml,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Body Care La'petal da dầu & mụn lá trầu không & kim ngân hoa 500ml,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Bộ sữa tắm capsule V1,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Bộ sữa tắm capsule V2,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Bộ sữa tắm capsule V3,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Bộ sữa tắm capsule V4,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Bộ sữa tắm capsule V5,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
Shampoo La'petal Inno 1 - 6ml,Miền Bắc,GT0,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
