"Product Number","Kpi Obj Catlog","Product Name","STANDARD_SKU_DESC","BRANDY_DESC","Sub Division Name","CATEGORY_DESC","SUB_CATEGORY_DESC","BRAND_DESC","BASE_UOM","Số lượng Base UOM / thùng","Số lượng pcs / Base UOM","Pcs / thùng","NET (Kg - base UOM)","Litre - Base UOM","Weight (case)","Primary UOM","Group SKU","Demand Planning Standard SKU Name","Innovation Name","Active Status","Local / Export / Others","Current Year Innovation(Y/N)","BU/Division","Innovation Type","Itemcode Type","Supply Strategy","Production Group","Launching Time"
"02OM00519","OMC Tô Nước","Mì Omachi tô hương vị Tôm càng riêu cua MB 12tô x 98gr","Instant Noodle Omachi Tô Tôm càng riêu cua 98gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",12,1,12,0.098,0,1.176,"Million Pcs","OMC Tô Nước","Instant Noodle Omachi Tô Tôm chua cay Thái 91gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì tô","2019-2020"
"02OM00520","OMC Ly Thịt","Mì Omachi hộp hương vị Tôm càng riêu cua (có thịt) MB 24hộp x 117gr","Instant Noodle Omachi Hộp Tôm càng riêu cua (có thịt) 117gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",24,1,24,0.117,0,2.808,"Million Pcs","OMC Ly Thịt","Instant Noodle Omachi Hộp Tôm chua cay Thái (có thịt) 111gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì ly","=< 2018"
"02OM00521","Omachi TCRC","Mì Omachi hương vị Tôm càng riêu cua MB 6bl x 5gói x 85gr","Instant Noodle Omachi Tôm càng riêu cua 85gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.425,0,2.55,"Million Pcs","Omachi TCRC","Instant Noodle Omachi Tôm càng riêu cua 85gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","2019-2020"
"02OM00524","OMC Tô Nước","Mì Omachi tô hương vị Tôm càng riêu cua MN 12tô x 98gr","Instant Noodle Omachi Tô Tôm càng riêu cua 98gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",12,1,12,0.098,0,1.176,"Million Pcs","OMC Tô Nước","Instant Noodle Omachi Tô Tôm chua cay Thái 91gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì tô","2019-2020"
"02OM00525","OMC Ly Thịt","Mì Omachi hộp hương vị Tôm càng riêu cua (có thịt) MN 24hộp x 117gr","Instant Noodle Omachi Hộp Tôm càng riêu cua (có thịt) 117gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",24,1,24,0.117,0,2.808,"Million Pcs","OMC Ly Thịt","Instant Noodle Omachi Hộp Tôm chua cay Thái (có thịt) 111gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì ly","=< 2018"
"02OM00526","Omachi TCRC","Mì Omachi hương vị Tôm càng riêu cua MN 6bl x 5gói x 85gr","Instant Noodle Omachi Tôm càng riêu cua 85gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.425,0,2.55,"Million Pcs","Omachi TCRC","Instant Noodle Omachi Tôm càng riêu cua 85gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","2019-2020"
"02OM00527","Omachi TCRC","Mì Omachi hương vị Tôm càng riêu cua MN KM 3gói 6bl x 5gói x 85gr","Instant Noodle Omachi Tôm càng riêu cua 85gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.425,0,2.55,"Million Pcs","Omachi TCRC","Instant Noodle Omachi Tôm càng riêu cua 85gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","2019-2020"
"02OM00539","Omachi Sườn","Mì Omachi Sườn KM 1chai tương ớt CHIN-SU MB 250gr - 6bl x 5gói x 80gr","Instant Noodle Omachi Sườn 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.4,0,2.4,"Million Pcs","Omachi Sườn","Instant Noodle Omachi Sườn 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00540","Omachi Bò","Mì Omachi XBH KM 1chai tương ớt CHIN-SU MB 250gr - 6bl x 5gói x 80gr","Instant Noodle Omachi Bò 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.4,0,2.4,"Million Pcs","Omachi Bò","Instant Noodle Omachi Bò 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00543","Mì Omachi Tôm Phun Lửa","Mì Omachi Tôm phun lửa MN 30gói x 77gr","Instant Noodle Omachi Tôm phun lửa 77gr","Omachi Tôm phun lửa","Convenience Foods","Noodles","Instant Noodle","Omachi Tôm phun lửa","Goi",30,1,30,0.077,0,2.31,"Million Pcs","Mì Omachi Tôm Phun Lửa","Instant Noodle Omachi Tôm phun lửa 77gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","2019-2020"
"02OM00544","Mì Omachi Tôm Phun Lửa","Mì Omachi Tôm phun lửa MB 30gói x 77gr","Instant Noodle Omachi Tôm phun lửa 77gr","Omachi Tôm phun lửa","Convenience Foods","Noodles","Instant Noodle","Omachi Tôm phun lửa","Goi",30,1,30,0.077,0,2.31,"Million Pcs","Mì Omachi Tôm Phun Lửa","Instant Noodle Omachi Tôm phun lửa 77gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","2019-2020"
"02OM00555","Omachi Tôm","Mì Omachi Tôm chua cay 5 sao MB KM 2gói 6bl x 5gói x 78gr","Instant Noodle Omachi Tôm 5 sao 78gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.39,0,2.34,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00559","Omachi Bò","Mì Omachi XBH KM 2gói 30gói x 80gr","Instant Noodle Omachi Bò 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",30,1,30,0.08,0,2.4,"Million Pcs","Omachi Bò","Instant Noodle Omachi Bò 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00560","Omachi Tôm","Mì Omachi Tôm chua cay 5 sao MB KM 2gói 30gói x 78gr","Instant Noodle Omachi Tôm 5 sao 78gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",30,1,30,0.078,0,2.34,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00561","Omachi TCRC","Mì Omachi hương vị Tôm càng riêu cua MB KM 2gói 30gói x 85gr","Instant Noodle Omachi Tôm càng riêu cua 85gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",30,1,30,0.078,0,2.34,"Million Pcs","Omachi TCRC","Instant Noodle Omachi Tôm càng riêu cua 85gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","2019-2020"
"02OM00562","Omachi Sườn","Mì Omachi Sườn KM 1gói mì Omachi Spaghetti Bò 6bl x 5gói x 80gr","Instant Noodle Omachi Sườn 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.4,0,2.4,"Million Pcs","Omachi Sườn","Instant Noodle Omachi Sườn 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00563","Omachi Bò","Mì Omachi XBH KM 1gói mì Omachi Spaghetti Bò 6bl x 5gói x 80gr","Instant Noodle Omachi Bò 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.4,0,2.4,"Million Pcs","Omachi Bò","Instant Noodle Omachi Bò 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00564","Omachi Tôm","Mì Omachi Tôm chua cay 5 sao MN KM 1gói mì Omachi Spaghetti Bò 6bl x 5gói x 78gr","Instant Noodle Omachi Tôm 5 sao 78gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.39,0,2.34,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00565","Omachi Tôm","Mì Omachi Tôm chua cay 5 sao MB KM 1gói mì Omachi Spaghetti Bò 6bl x 5gói x 78gr","Instant Noodle Omachi Tôm 5 sao 78gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.39,0,2.34,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00569","Omachi Bò","Mì Omachi XBH KM 1gói mì Omachi Spaghetti Bò 30gói x 80gr","Instant Noodle Omachi Bò 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",30,1,30,0.08,0,2.4,"Million Pcs","Omachi Bò","Instant Noodle Omachi Bò 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00570","Omachi Tôm","Mì Omachi Tôm chua cay 5 sao MB KM 1gói mì Omachi Spaghetti Bò 30gói x 78gr","Instant Noodle Omachi Tôm 5 sao 78gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",30,1,30,0.078,0,2.34,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00571","Omachi TCRC","Mì Omachi hương vị Tôm càng riêu cua MB KM 1gói mì Omachi Spaghetti Bò 30gói x 85gr","Instant Noodle Omachi Tôm càng riêu cua 85gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",30,1,30,0.078,0,2.34,"Million Pcs","Omachi TCRC","Instant Noodle Omachi Tôm càng riêu cua 85gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","2019-2020"
"02OM00576","Omachi TCRC","Mì Omachi hương vị Tôm càng riêu cua MN KM 6gói 6bl x 5gói x 85gr","Instant Noodle Omachi Tôm càng riêu cua 85gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.425,0,2.55,"Million Pcs","Omachi TCRC","Instant Noodle Omachi Tôm càng riêu cua 85gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","2019-2020"
"02OM00577","Omachi TCRC","Mì Omachi hương vị Tôm càng riêu cua MB KM 6gói 6bl x 5gói x 85gr","Instant Noodle Omachi Tôm càng riêu cua 85gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.425,0,2.55,"Million Pcs","Omachi TCRC","Instant Noodle Omachi Tôm càng riêu cua 85gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","2019-2020"
"02OM00578","OMC Mì Nấu","Mì nấu Omachi 102 lẩu thả hải sản 24gói x 108gr","Cooking Noodle Omachi Cooking 102 Lẩu thả hải sản 108gr","Mì Nấu","Convenience Foods","Noodles","Mì Nấu","Mì Nấu","Goi",24,1,24,0.108,0,2.592,"Million Pcs","OMC Mì Nấu","Cooking Noodle Omachi Cooking 102 Lẩu thả hải sản 108gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì nấu","2021-2022"
"02OM00579","OMC Mì Nấu","Mì nấu Omachi trên bếp 4 phút vị Bò hầm (HRC) 100gói x 100gr","Cooking Noodle Omachi Cooking Bò hầm 100gr","Mì Nấu","Convenience Foods","Noodles","Mì Nấu","Omachi","Goi",100,1,100,0.1,0,10,"Million Pcs","OMC Mì Nấu","Cooking Noodle Omachi Cooking Bò hầm 100gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì nấu","2021-2022"
"02OM00580","OMC Mì Nấu","Mì nấu Omachi Bò cay 24gói x 100gr","Cooking Noodle Omachi Cooking Bò cay 100gr","Mì Nấu","Convenience Foods","Noodles","Mì Nấu","Mì Nấu","Goi",24,1,24,0.1,0,2.4,"Million Pcs","OMC Mì Nấu","Cooking Noodle Omachi Cooking Bò cay 100gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì nấu","2019-2020"
"01MP00002","Khoai tây nghiền Omachi","Mashed Potato Omachi Bò xốt nấm Truffle 59gr","Mashed Potato Omachi Bò xốt nấm Truffle 59gr","OMC Foods","Convenience Foods","Noodles","Khoai tây nghiền","Omachi","Hop",24,1,24,0.059,0,1.416,"Million Pcs","OMC Khoai tây nghiền","Mashed Potato Omachi Bò xốt nấm Truffle 59gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Line phở","2019-2020"
"02OM00596","Omachi Tôm","Mì dinh dưỡng khoai tây Omachi xốt Tôm chua cay 30gói x 80gr","Instant Noodle Omachi xốt Tôm chua cay 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",30,1,30,0.08,0,2.4,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00597","Omachi Tôm","Mì dinh dưỡng khoai tây Omachi xốt Tôm chua cay MB 30gói x 80gr","Instant Noodle Omachi xốt Tôm chua cay 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",30,1,30,0.08,0,2.4,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00640","Omachi Tôm","Mì dinh dưỡng khoai tây Omachi Tôm chua cay Thái MN 6bl x 5gói x 80gr","Instant Noodle Omachi Tôm chua cay Thái 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",6,5,30,0.08,0,0.48,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00641","Omachi Tôm","Mì dinh dưỡng khoai tây Omachi Tôm chua cay Thái MB 6bl x 5gói x 80gr","Instant Noodle Omachi Tôm chua cay Thái 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",6,5,30,0.08,0,0.48,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00651","Omachi Tôm","Mì dinh dưỡng khoai tây Omachi Tôm chua cay Thái MN KM 2gói 6bl x 5gói x 80gr","Instant Noodle Omachi Tôm chua cay Thái 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,32,0.08,0,0.48,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00663","Omachi Tôm","Mì dinh dưỡng khoai tây Omachi Tôm chua cay Thái MN KM 2gói mì trộn xốt Spaghetti 90gr - 6bl x 5gói x 80gr","Instant Noodle Omachi Tôm chua cay Thái 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.08,0,0.48,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00652","Omachi Tôm","Mì dinh dưỡng khoai tây Omachi Tôm chua cay Thái MB KM 2 gói 6bl x 5gói x 80gr","Instant Noodle Omachi Tôm chua cay Thái 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,32,0.08,0,0.48,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00664","Omachi Tôm","Mì dinh dưỡng khoai tây Omachi Tôm chua cay Thái MB KM 1gói mì trộn xốt Spaghetti 90gr - 6bl x 5gói x 80gr","Instant Noodle Omachi Tôm chua cay Thái 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.08,0,0.48,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00598","OMC Ly","Mì dinh dưỡng khoai tây Omachi xốt Tôm chua cay 24hộp x 68gr","Instant Noodle Omachi Hộp xốt Tôm chua cay 68gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",24,1,24,0.068,0,1.632,"Million Pcs","OMC Ly","Instant Noodle Omachi Hộp Tôm chua cay Thái 66gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì ly","=< 2018"
"02OM00599","OMC Ly","Mì dinh dưỡng khoai tây Omachi xốt Tôm chua cay MB 24hộp x 68gr","Instant Noodle Omachi Hộp xốt Tôm chua cay 68gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",24,1,24,0.068,0,1.632,"Million Pcs","OMC Ly","Instant Noodle Omachi Hộp Tôm chua cay Thái 66gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì ly","=< 2018"
"02OM00600","OMC Tô Nước","Mì dinh dưỡng khoai tây Omachi xốt Tôm chua cay 12tô x 91gr","Instant Noodle Omachi Tô xốt Tôm chua cay 91gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",12,1,12,0.091,0,1.092,"Million Pcs","OMC Tô Nước","Instant Noodle Omachi Tô Tôm chua cay Thái 91gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì tô","2019-2020"
"02OM00601","OMC Tô Nước","Mì dinh dưỡng khoai tây Omachi xốt Tôm chua cay MB 12tô x 91gr","Instant Noodle Omachi Tô xốt Tôm chua cay 91gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",12,1,12,0.091,0,1.092,"Million Pcs","OMC Tô Nước","Instant Noodle Omachi Tô Tôm chua cay Thái 91gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì tô","2019-2020"
"02OM00604","Omachi Sườn","Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả Tết 30gói x 80gr","Instant Noodle Omachi Sườn 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",30,1,30,0.08,0,2.4,"Million Pcs","Omachi Sườn","Instant Noodle Omachi Sườn 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00605","Omachi Bò","Mì dinh dưỡng khoai tây Omachi xốt Bò hầm Tết 30gói x 80gr","Instant Noodle Omachi Bò 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",30,1,30,0.08,0,2.4,"Million Pcs","Omachi Bò","Instant Noodle Omachi Bò 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00606","Omachi Tôm","Mì dinh dưỡng khoai tây Omachi xốt Tôm chua cay MN Tết 30gói x 80gr","Instant Noodle Omachi xốt Tôm chua cay 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",30,1,30,0.08,0,2.4,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00607","Omachi Tôm","Mì dinh dưỡng khoai tây Omachi xốt Tôm chua cay MB Tết 30gói x 80gr","Instant Noodle Omachi xốt Tôm chua cay 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",30,1,30,0.08,0,2.4,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00610","OMC Táo","Mì dinh dưỡng khoai tây Omachi 102 mì lạnh xốt táo MN 6bl x 5gói x 110gr","Instant Noodle Omachi 102 trộn mì lạnh xốt táo 110gr","Omachi Trộn","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.55,0,3.3,"Million Pcs","OMC Táo","Instant Noodle Omachi 102 trộn mì lạnh xốt táo 110gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì nấu","2021-2022"
"02OM00614","OMC Tô Nước","Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả 18tô x 95gr","Instant Noodle Omachi Tô Sườn 95gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",18,1,18,0.095,0,1.71,"Million Pcs","OMC Tô Nước","Instant Noodle Omachi Tô Sườn 95gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì tô","2019-2020"
"02OM00615","OMC Tô Nước","Mì dinh dưỡng khoai tây Omachi xốt Bò hầm 18tô x 92gr","Instant Noodle Omachi Tô Bò 92gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",18,1,18,0.092,0,1.656,"Million Pcs","OMC Tô Nước","Instant Noodle Omachi Tô Bò 92gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì tô","2019-2020"
"02OM00616","OMC Tô Nước","Mì dinh dưỡng khoai tây Omachi Tôm chua cay Thái 18tô x 91gr","Instant Noodle Omachi Tô Tôm chua cay Thái 91gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",18,1,18,0.091,0,1.638,"Million Pcs","OMC Tô Nước","Instant Noodle Omachi Tô Tôm chua cay Thái 91gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì tô","2019-2020"
"02OM00617","OMC Tô Nước","Mì dinh dưỡng khoai tây Omachi Tôm chua cay Thái MB 18tô x 91gr","Instant Noodle Omachi Tô Tôm chua cay Thái 91gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",18,1,18,0.091,0,1.638,"Million Pcs","OMC Tô Nước","Instant Noodle Omachi Tô Tôm chua cay Thái 91gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì tô","2019-2020"
"02OM00618","OMC Spa","Mì dinh dưỡng khoai tây Omachi mì trộn xốt Spaghetti 30gói x 90gr","Instant Noodle Omachi Spaghetti Bò 90gr","Omachi Trộn","Convenience Foods","Noodles","Instant Noodle","Omachi","Goi",30,1,30,0.09,0,2.7,"Million Pcs","OMC Spa","Instant Noodle Omachi Spaghetti Bò 90gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00619","OMC Tô Trộn","Mì dinh dưỡng khoai tây Omachi trộn xốt Spaghetti 18tô x 105gr","Instant Noodle Omachi trộn xốt Spaghetti Tô 105gr","Omachi Trộn","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",18,1,18,0.105,0,1.89,"Million Pcs","OMC Tô Trộn","Instant Noodle Omachi trộn xốt Spaghetti Tô 105gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì tô","2019-2020"
"02OM00620","OMC Táo","Mì dinh dưỡng khoai tây Omachi 102 mì lạnh xốt táo MB 6bl x 5gói x 110gr","Instant Noodle Omachi 102 trộn mì lạnh xốt táo 110gr","Omachi Trộn","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.55,0,3.3,"Million Pcs","OMC Táo","Instant Noodle Omachi 102 trộn mì lạnh xốt táo 110gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì nấu","2021-2022"
"02OM00624","OMC Diamond","Mì Omachi Diamond bắp Bò hầm dưa chua 6bl x 5gói x 120gr","Instant Noodle Omachi 102 bắp Bò hầm nấu dưa chua 120gr","OMC Premium","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.6,0,3.6,"Million Pcs","OMC Diamond","Instant Noodle Omachi 102 bắp Bò hầm nấu dưa chua 120gr",,"In-active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","2019-2020"
"02OM00626","OMC Ly","Mì dinh dưỡng khoai tây Omachi xốt Bò hầm 24hộp x 70gr","Instant Noodle Omachi Hộp Bò 70gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",24,1,24,0.07,0,1.68,"Million Pcs","OMC Ly","Instant Noodle Omachi Hộp Bò 70gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì ly","=< 2018"
"02OM00627","OMC Ly Thịt","Mì dinh dưỡng khoai tây Omachi xốt Bò hầm (có thịt) 24hộp x 114gr","Instant Noodle Omachi Hộp Bò (có thịt) 114gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",24,1,24,0.114,0,2.736,"Million Pcs","OMC Ly Thịt","Instant Noodle Omachi Hộp Bò (có thịt) 114gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì ly","=< 2018"
"02OM00628","OMC Ly","Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả 24hộp x 72gr","Instant Noodle Omachi Hộp Sườn 72gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",24,1,24,0.072,0,1.728,"Million Pcs","OMC Ly","Instant Noodle Omachi Hộp Sườn 72gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì ly","=< 2018"
"02OM00629","OMC Ly Thịt","Mì dinh dưỡng khoai tây Omachi Sườn hầm ngũ quả (có thịt) 24hộp x 115gr","Instant Noodle Omachi Hộp Sườn (có thịt) 115gr","Omachi Hộp","Convenience Foods","Noodles","Instant Noodle","Omachi","Hop",24,1,24,0.115,0,2.76,"Million Pcs","OMC Ly Thịt","Instant Noodle Omachi Hộp Sườn (có thịt) 115gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì ly","=< 2018"
"02OM00630","Omachi Tôm","Mì dinh dưỡng khoai tây Omachi Tôm chua cay Thái MN KM 6gói 6bl x 5gói x 80gr","Instant Noodle Omachi Tôm chua cay Thái 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.4,0,2.4,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
"02OM00631","Omachi Tôm","Mì dinh dưỡng khoai tây Omachi Tôm chua cay Thái MB KM 6gói 6bl x 5gói x 80gr","Instant Noodle Omachi Tôm chua cay Thái 80gr","OMC Core","Convenience Foods","Noodles","Instant Noodle","Omachi","Blo",6,5,30,0.4,0,2.4,"Million Pcs","Omachi Tôm","Instant Noodle Omachi Tôm chua cay Thái 80gr",,"Active","Local",,"Convenience Foods",,"Code hệ thống",,"Mì gói","=< 2018"
