"Product Number","Kpi Obj Catlog","Product Name","STANDARD_SKU_DESC","BRANDY_DESC","Sub Division Name","CATEGORY_DESC","SUB_CATEGORY_DESC","BRAND_DESC","BASE_UOM","Số lượng Base UOM / thùng","Số lượng pcs / Base UOM","Pcs / thùng","NET (Kg - base UOM)","Litre - Base UOM","Weight (case)","Primary UOM","Group SKU","Demand Planning Standard SKU Name","Innovation Name","Active Status","Local / Export / Others","Current Year Innovation(Y/N)","BU/Division","Innovation Type","Itemcode Type","Supply Strategy","Production Group","Launching Time"
"08BI00016","Bia Sư Tử Trắng","Bia Sư Tử Trắng - Hình 2ly thủy tinh 24lon x 330ml","Beer Lager Premium Sư Tử Trắng Regular 330ml","Regular Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Regular","Sư Tử Trắng","Lon",24,1,24,0.345833333,0.33,8.299999992,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00010","Bia Sư Tử Trắng","Bộ Bia Sư Tử Trắng 24lon x 330ml - ly ""Đại Chí Cốt""","Beer Lager Premium Sư Tử Trắng Regular 330ml","Regular Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Regular","Sư Tử Trắng","Lon",24,1,24,0.345833333,0.33,8.299999992,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00012","Bia Sư Tử Trắng","Bia Sư Tử Trắng (Euro 2016) MN 24lon x 330ml","Beer Lager Premium Sư Tử Trắng Regular 330ml","Regular Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Regular","Sư Tử Trắng","Lon",24,1,24,0.345833333,0.33,8.299999992,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00013","Bia Sư Tử Trắng","Bia Sư Tử Trắng (Euro 2016) MB 24lon x 330ml","Beer Lager Premium Sư Tử Trắng Regular 330ml","Regular Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Regular","Sư Tử Trắng","Lon",24,1,24,0.345833333,0.33,8.299999992,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00006","Bia Sư Tử Trắng","Bia Sư Tử Trắng KM 1ly thủy tinh ""Vì Bạn Cạn Bia"" 24lon x 330ml","Beer Lager Premium Sư Tử Trắng Regular 330ml","Regular Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Regular","Sư Tử Trắng","Lon",24,1,24,0.345833333,0.33,8.299999992,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00008","Bia Sư Tử Trắng","Bia Sư Tử Trắng KM 1ly ""Chí Cốt"" 24lon x 330ml","Beer Lager Premium Sư Tử Trắng Regular 330ml","Regular Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Regular","Sư Tử Trắng","Lon",24,1,24,0.345833333,0.33,8.299999992,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00009","Bia Sư Tử Trắng","Bia Sư Tử Trắng KM 1ly ""Quà Đại Chí Cốt"" 24lon x 330ml","Beer Lager Premium Sư Tử Trắng Regular 330ml","Regular Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Regular","Sư Tử Trắng","Lon",24,1,24,0.345833333,0.33,8.299999992,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00011","Bia Sư Tử Trắng","Bia Sư Tử Trắng - Hình ly thủy tinh 24lon x 330ml","Beer Lager Premium Sư Tử Trắng Regular 330ml","Regular Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Regular","Sư Tử Trắng","Lon",24,1,24,0.345833333,0.33,8.299999992,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00014","Bia Singha","Bia Singha nhập khẩu 24lon x 330ml","Beer Lager Premium Singha Regular 330ml","Regular Singha Lon","Beer","Lager Beer","Lager Beer - Regular","Singha","Lon",24,1,24,0.35,0.33,8.4,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00017","Bia Sư Tử Trắng","Bia Sư Tử Trắng - Hình cánh đồng đại mạch 24lon x 330ml","Beer Lager Premium Sư Tử Trắng Regular 330ml","Regular Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Regular","Sư Tử Trắng","Lon",24,1,24,0.345833333,0.33,8.299999992,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00024","Bia White Lion","Bia Sư Tử Trắng White Lion 24lon x 330ml","Beer Lager Premium Sư Tử Trắng Regular White Lion 330ml","Regular Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Regular","Sư Tử Trắng","Lon",24,1,24,0.345833333,0.33,8.299999992,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00026","Bia White Lion","Bia Sư Tử Trắng White Lion Tết 24lon x 330ml","Beer Lager Premium Sư Tử Trắng Regular White Lion 330ml","Regular Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Regular","Sư Tử Trắng","Lon",24,1,24,0.345833333,0.33,8.299999992,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00028","Bia LEO","Bia LEO nhập khẩu 24lon x 330ml","Beer Lager Premium LEO Regular 330ml","Regular LEO Lon","Beer","Lager Beer","Lager Beer - Regular","LEO","Lon",24,1,24,0.35,0.33,8.4,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00029","Bia STT King","Bia Sư Tử Trắng King 24lon x 330ml","Beer Lager Premium Sư Tử Trắng King 330ml","Premium Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Premium","Sư Tử Trắng","Lon",24,1,24,0.332,0.33,7.968,"Vol (Kcase)","White Lion (King)","Beer Lager Premium Sư Tử Trắng King 330ml",,"Active","Local",,"Beer",,"Code hệ thống",,"Beer","<=2018"
"08BI00030",,"Bia Singha nhập khẩu 24chai x 330ml","Beer Lager Premium Singha Regular Chai 330ml","Regular Singha Chai","Beer","Lager Beer","Lager Beer - Regular","Singha","Cha",24,1,24,0.604166667,0.33,14.5,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00031",,"Bia LEO nhập khẩu 24chai x 330ml","Beer Lager Premium LEO Regular Chai 330ml","Regular LEO Chai","Beer","Lager Beer","Lager Beer - Regular","LEO","Cha",24,1,24,0.604166667,0.33,14.5,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00033","Bia White Lion","Bia Sư Tử Trắng White Lion 24lon x 330ml","Beer Lager Premium Sư Tử Trắng Regular White Lion 330ml","Regular Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Regular","Sư Tử Trắng","Lon",24,1,24,0.345833333,0.33,8.299999992,"Vol (Kcase)","White Lion Regular","Beer Lager Premium Sư Tử Trắng Regular White Lion 330ml",,"Active","Local",,"Beer",,"Code hệ thống",,"Beer","<=2018"
"08BI00037","Bia Red Ruby","Bia Red Ruby 24lon x 330ml","Beer Lager Premium Red Ruby Regular 24lon 330ml","Regular Red Ruby Lon","Beer","Lager Beer","Lager Beer - Regular","Red Ruby","Lon",24,1,24,0.330145,0.33,7.92348,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00038","Bia Red Ruby","Bia Red Ruby KM TC 24lon x 330ml","Beer Lager Premium Red Ruby Regular 24lon 330ml","Regular Red Ruby Lon","Beer","Lager Beer","Lager Beer - Regular","Red Ruby","Lon",24,1,24,0.330145,0.33,7.92348,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00039","Bia White Lion","Bia Sư Tử Trắng White Lion KM TC 24lon x 330ml","Beer Lager Premium Sư Tử Trắng Regular White Lion 330ml","Regular Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Regular","Sư Tử Trắng","Lon",24,1,24,0.330145,0.33,7.92348,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00040","Bia Red Ruby","Bia Red Ruby KM TC 24lon x 330ml","Beer Lager Premium Red Ruby Regular 24lon 330ml","Regular Red Ruby Lon","Beer","Lager Beer","Lager Beer - Regular","Red Ruby","Lon",24,1,24,0.330145,0.33,7.92348,"Vol (Kcase)","Red Ruby Regular","Red Ruby KM TC",,"Active","Local","N","Beer",,"Code hệ thống",,"Beer","2019-2020"
"08BI00044","Bia Red Ruby","Bia Red Ruby 24lon x 330ml","Beer Lager Premium Red Ruby Regular 24lon 330ml","Regular Red Ruby Lon","Beer","Lager Beer","Lager Beer - Regular","Red Ruby","Lon",24,1,24,0.330145,0.33,7.92348,"Vol (Kcase)","Red Ruby Regular","Beer Lager Premium Red Ruby Regular 24lon 330ml",,"Active","Local","N","Beer",,"Code hệ thống",,"Beer","2019-2020"
"08BI00045","Bia Red Ruby","Bia Red Ruby 20lon x 330ml","Beer Lager Premium Red Ruby Regular 20lon 330ml","Regular Red Ruby Lon","Beer","Lager Beer","Lager Beer - Regular","Red Ruby","Lon",20,1,20,0.330145,0.33,6.6029,"Vol (Kcase)","Red Ruby (20 can)","Beer Lager Premium Red Ruby Regular 20lon 330ml",,"Active","Local",,"Beer",,"Code hệ thống",,"Beer","2019-2020"
"08BI00047","Bia Red Ruby","Bia Red Ruby (TQ) 24lon x 330ml","Beer Lager Premium Red Ruby Regular 24lon 330ml","Regular Red Ruby Lon","Beer","Lager Beer","Lager Beer - Regular","Red Ruby","Lon",24,1,24,0.330145,0.33,7.92348,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00048","Bia Red Ruby Cao Cấp","Bia Red Ruby Cao cấp 24lon x 330ml","Beer Lager Premium Red Ruby Cao cấp 330ml","Premium Red Ruby Lon","Beer","Lager Beer","Lager Beer - Premium","Red Ruby","Lon",24,1,24,0.330145,0.33,7.92348,"Vol (Kcase)","Red Ruby (Sleek can)","Beer Lager Premium Red Ruby Cao cấp 330ml",,"Active","Local",,"Beer",,"Code hệ thống",,"Beer","2021-2022"
"08BI000Spe","Red Ruby Special","Red Ruby Special","Red Ruby Special","Red Ruby Special","Beer","Red Ruby Special","Red Ruby Special","Red Ruby Special","Lon",24,1,24,0.330145,0.33,7.92348,"Vol (Kcase)","Red Ruby Special","Red Ruby Special","Red Ruby Special","Active","Local","Y","Beer","New Innovation","Code tạm",,"Beer","2024"
"08BI000Spe_bottle","Red Ruby Special_bottle","Red Ruby Special_bottle","Red Ruby Special_bottle","Red Ruby Special_bottle","Beer","Red Ruby Special_bottle","Red Ruby Special_bottle","Red Ruby Special_bottle","Chai",24,1,24,0.330145,0.33,7.92348,"Vol (Kcase)","Red Ruby Special","Red Ruby Special_bottle","Red Ruby Special_bottle","Active","Local","Y","Beer","New Innovation","Code tạm",,"Beer","2024"
"08BI00Pre","Affordable Premium","Affordable Premium","Affordable Premium","Affordable Premium","Beer","Affordable Premium","Lager Beer - Premium","Red Ruby","Lon",24,1,24,0.330145,0.33,7.92348,"Vol (Kcase)","Affordable Premium","Affordable Premium","Affordable Premium","Active","Local","Y","Beer","New Innovation","Code tạm",,"Beer","2024"
"08BI00Pre_bottle","Affordable Premium_bottle","Affordable Premium_bottle","Affordable Premium_bottle","Affordable Premium_bottle","Beer","Affordable Premium_bottle","Affordable Premium_bottle","Affordable Premium_bottle","Chai",24,1,24,0.330145,0.33,7.92348,"Vol (Kcase)","Affordable Premium","Affordable Premium_bottle","Affordable Premium_bottle","Active","Local","Y","Beer","New Innovation","Code tạm",,"Beer","2024"
"08BI00Cider","08BI00Cider","Apple cider","Apple cider","Apple cider","Beer",,,,"Lon",24,1,24,0.330145,0.33,7.92348,"Vol (Kcase)","Apple cider","Apple cider","Apple cider","Active","Local","Y","Beer","New Innovation","Code tạm",,"Beer","2024"
"08BI00050","Bia Lord Eagle","Bia Lord Eagle 24lon x 330ml","Beer Lager Lord Eagle Premium 330ml","Premium Lord Eagle Lon","Beer","Lager Beer","Lager Beer - Premium","Lord Eagle","Lon",24,1,24,0.330145,0.33,7.92348,"Vol (Kcase)","Delete","Delete",,"In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI00051","Bia Red Ruby","Bia Red Ruby KM 3gói cà phê Wake up đen đá 16gr - 24lon x 330ml","Beer Lager Premium Red Ruby Regular 24lon 330ml","Regular Red Ruby Lon","Beer","Lager Beer","Lager Beer - Regular","Red Ruby","Lon",24,1,24,0.345833333,0.33,8.299999992,"Vol (Kcase)","Red Ruby Regular","Red Ruby KM cà phê Wake up đen đá",,"In-active","Local","N","Beer",,"Code hệ thống",,"Beer","2019-2020"
"08BI001","Bia Sư Tử Trắng","Bia Sư Tử Trắng 24lon x 330ml","Beer Lager Premium Sư Tử Trắng Regular 330ml","Regular Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Regular","Sư Tử Trắng","Lon",24,1,24,0.345833333,0.33,8.299999992,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08BI003","Bia Sư Tử Trắng","Bia Sư Tử Trắng KM 2ly thủy tinh 24lon x 330ml","Beer Lager Premium Sư Tử Trắng Regular 330ml","Regular Sư Tử Trắng Lon","Beer","Lager Beer","Lager Beer - Regular","Sư Tử Trắng","Lon",24,1,24,0.345833333,0.33,8.299999992,"Vol (Kcase)","Delete","Delete","Delete","In-active","Local",,"Beer",,"Code hệ thống",,"Beer",
"08QH00002","NK Quang Hanh có gas","Nước khoáng Quang Hanh có gas 20chai x 500ml","Mineral Water Quang Hanh Có ga chai nhựa 500ml","Non ED","Refreshment Drinks","Packaged Water","Mineral Water","Quang Hanh","Cha",20,1,20,0.5,0.5,10,"Million Pcs","QH Khoáng Gas","Mineral Water Quang Hanh Có ga chai nhựa 500ml",,"Active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh","<=2018"
"08QH00003","NK Faith chanh muối","Nước khoáng Faith chanh muối có gas MB 4bl x 6chai x 355ml","CSD Faith Chanh muối 355ml","Non ED","Refreshment Drinks","Soft Drinks","CSD","Faith","Blo",4,6,24,2.19,2.13,8.76,"Million Pcs","Faith","CSD Faith Chanh muối 355ml",,"Active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh","<=2018"
"08QH00004",,"Nước khoáng Blizka mơ muối có gas 4bl x 6chai x 400ml","CSD Blizka Mơ muối 400ml","Non ED","Refreshment Drinks","Soft Drinks","CSD","Blizka","Blo",4,6,24,2.442,2.4,9.768,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00005",,"Nước khoáng Suối Mơ không gas 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00007",,"Nước khoáng Suối Mơ không gas 24chai x 500ml","Purified Water Suối Mơ 500ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",24,1,24,0.5,0.5,12,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00008",,"Nước khoáng Suối Mơ không gas 12chai x 1.5lit","Purified Water Suối Mơ 1.5L","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",12,1,12,1.5,1.5,18,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00009",,"Nước khoáng Suối Mơ 1bình x 2GL","Purified Water Suối Mơ 7L","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Bin",1,1,1,7.56,7.56,7.56,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00010",,"Nước khoáng Suối Mơ (có vòi) 1bình x 5GL","Purified Water Suối Mơ 18.9L","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Bin",1,1,1,18.9,18.9,18.9,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Suối Mơ 18.9L",
"08QH00011",,"Nước khoáng Suối Mơ (không vòi) 1bình x 5GL","Purified Water Suối Mơ 18.9L","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Bin",1,1,1,18.9,18.9,18.9,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Suối Mơ 18.9L",
"08QH00012",,"Nước khoáng Suối Mơ nhãn Phúc Xuyên 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00015",,"Nước khoáng Suối Mơ nhãn Tấn Nguyên 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00016",,"Nước khoáng Suối Mơ nhãn khách sạn Mithirin 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00018",,"Nước khoáng Suối Mơ nhãn khách sạn Palace 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00019",,"Nước khoáng Suối Mơ nhãn HNT 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00020",,"Nước khoáng Suối Mơ nhãn khách sạn Heritage 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00022",,"Nước khoáng Suối Mơ nhãn Mường Thanh 28chai x 350ml","Purified Water Suối Mơ 350ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",28,1,28,0.35,0.35,9.8,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00025",,"Nước uống đóng chai Suối Mơ không gas 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00026","NK Suối Mơ","Nước uống đóng chai Suối Mơ không gas 24chai x 500ml","Purified Water Suối Mơ 500ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",24,1,24,0.5,0.5,12,"Million Pcs","Suối Mơ chai","Purified Water Suối Mơ 500ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh","<=2018"
"08QH00027","NK Suối Mơ","Nước uống đóng chai Suối Mơ không gas 12chai x 1.5lit","Purified Water Suối Mơ 1.5L","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",12,1,12,1.5,1.5,18,"Million Pcs","NK Suối Mơ","Purified Water Suối Mơ 1.5L",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh","<=2018"
"08QH00028","Suối Mơ bình","Nước uống đóng chai Suối Mơ 1bình x 2GL","Purified Water Suối Mơ 7L","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Bin",1,1,1,7.5708236,7.5708236,7.5708236,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00029","Suối Mơ bình","Nước uống đóng chai Suối Mơ (có vòi) 1bình x 5GL","Purified Water Suối Mơ 18.9L","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Bin",1,1,1,18.927059,18.927059,18.927059,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Suối Mơ 18.9L",
"08QH00030","Suối Mơ bình","Nước uống đóng chai Suối Mơ (không vòi) 1bình x 5GL","Purified Water Suối Mơ 18.9L","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Bin",1,1,1,18.927059,18.927059,18.927059,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Suối Mơ 18.9L",
"08QH00031",,"Nước uống đóng chai Suối Mơ nhãn Phúc Xuyên 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00032",,"Nước uống đóng chai Suối Mơ nhãn Đức Phúc 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00033",,"Nước uống đóng chai Suối Mơ nhãn xe khách Bãi Cháy 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00034",,"Nước uống đóng chai Suối Mơ nhãn Tấn Nguyên 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00035",,"Nước uống đóng chai Suối Mơ nhãn khách sạn Mithirin 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00037",,"Nước uống đóng chai Suối Mơ nhãn khách sạn Palace 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00038",,"Nước uống đóng chai Suối Mơ nhãn HNT 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00039",,"Nước uống đóng chai Suối Mơ nhãn khách sạn Heritage 35chai x 330ml","Purified Water Suối Mơ 330ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",35,1,35,0.33,0.33,11.55,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00041",,"Nước uống đóng chai Suối Mơ nhãn Mường Thanh 28chai x 350ml","Purified Water Suối Mơ 350ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",28,1,28,0.35,0.35,9.8,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00045","NK Quang Hanh không gas","Nước khoáng Quang Hanh (không gas) 20chai x 500ml","Mineral Water Quang Hanh không ga chai nhựa 500ml","Non ED","Refreshment Drinks","Packaged Water","Mineral Water","Quang Hanh","Cha",20,1,20,0.5,0.5,10,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00048",,"Nước khoáng Faith chanh muối có gas KM 4chai - 4bl x 6chai x 355ml","CSD Faith Chanh muối 355ml","Non ED","Refreshment Drinks","Soft Drinks","CSD","Faith","Blo",4,6,24,2.13852,2.13,8.55408,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00049","NK Suối Mơ","Nước uống đóng chai Suối Mơ 28chai x 350ml","Purified Water Suối Mơ 350ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",28,1,28,0.35,0.35,9.8,"Million Pcs","NK Suối Mơ","Purified Water Suối Mơ 350ml",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh","<=2018"
"08QH00050","Quang Hanh 20L","Nước khoáng Quang Hanh không gas (có vòi) 1bình x 19L","Mineral Water Quang Hanh không ga 19L","Non ED","Refreshment Drinks","Packaged Water","Mineral Water","Quang Hanh","Bin",1,1,1,19,19,19,"Million Pcs","QH Mineral (B19L)","Mineral Water Quang Hanh không ga 19L",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh","<=2018"
"08QH00051","Quang Hanh 20L","Nước khoáng Quang Hanh không gas (không vòi) 1bình x 19L","Mineral Water Quang Hanh không ga 19L","Non ED","Refreshment Drinks","Packaged Water","Mineral Water","Quang Hanh","Bin",1,1,1,19,19,19,"Million Pcs","QH Mineral (B19L)","Mineral Water Quang Hanh không ga 19L",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh","<=2018"
"08QH00053",,"Nước uống đóng chai Suối Mơ nhãn Ha Long Diamond Hotel 28chai x 350ml","Purified Water Suối Mơ 350ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",28,1,28,0.37,0.35,10.36,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
"08QH00054",,"Nước uống đóng chai Suối Mơ nhãn Hong Gai Travel 28chai x 350ml","Purified Water Suối Mơ 350ml","Non ED","Refreshment Drinks","Packaged Water","Purified Water","Suối Mơ","Cha",28,1,28,0.37,0.35,10.36,"Million Pcs","Delete","Delete",,"In-active","Local",,"Beverage",,"Code hệ thống",,"Quang Hanh",
