Demand Planning Standard SKU Name,Group SKU,Channel,Sub Division Name,Duplication,1,2,3,4,5,6,7,8,9,10,11,12
R&G Capsule Wake up độ đậm cấp 2 3gr,WU _ Mini Cup,MT0,Coffee,R&G Capsule Wake up độ đậm cấp 2 3grWU _ Mini CupMT0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 3 3gr,WU _ Mini Cup,MT0,Coffee,R&G Capsule Wake up độ đậm cấp 3 3grWU _ Mini CupMT0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 4 3gr,WU _ Mini Cup,MT0,Coffee,R&G Capsule Wake up độ đậm cấp 4 3grWU _ Mini CupMT0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 5 3gr,WU _ Mini Cup,MT0,Coffee,R&G Capsule Wake up độ đậm cấp 5 3grWU _ Mini CupMT0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 6 3gr,WU _ Mini Cup,MT0,Coffee,R&G Capsule Wake up độ đậm cấp 6 3grWU _ Mini CupMT0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 7 3gr,WU _ Mini Cup,MT0,Coffee,R&G Capsule Wake up độ đậm cấp 7 3grWU _ Mini CupMT0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm combo 7 cấp 3gr,WU _ Mini Cup,MT0,Coffee,R&G Capsule Wake up độ đậm combo 7 cấp 3grWU _ Mini CupMT0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Instant Coffee Wake up đen đá 2 in 1 hộp 16gr,WU _ Đen đá,MT0,Coffee,Instant Coffee Wake up đen đá 2 in 1 hộp 16grWU _ Đen đáMT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Instant Coffee Wake up đen đá 2 in 1 bịch 16gr,WU _ Đen đá,MT0,Coffee,Instant Coffee Wake up đen đá 2 in 1 bịch 16grWU _ Đen đáMT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Instant Coffee Wake up đen đá 2 in 1 hộp 16gr,WU _ Đen đá,GT0,Coffee,Instant Coffee Wake up đen đá 2 in 1 hộp 16grWU _ Đen đáGT0,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Instant Coffee Wake up đen đá 2 in 1 bịch 16gr,WU _ Đen đá,GT0,Coffee,Instant Coffee Wake up đen đá 2 in 1 bịch 16grWU _ Đen đáGT0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
Instant Coffee Vinacafe 3 in 1 Chất sữa đá 24gr,VCF _ Chất_Inno,MT0,Coffee,Instant Coffee Vinacafe 3 in 1 Chất sữa đá 24grVCF _ Chất_InnoMT0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1.0,0.6053138236426646,0.8846370287000562
Instant Coffee Vinacafe 2 in 1 Chất _ inno 12gr,VCF _ Chất_Inno,MT0,Coffee,Instant Coffee Vinacafe 2 in 1 Chất _ inno 12grVCF _ Chất_InnoMT0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.3946861763573354,0.11536297129994377
Instant Coffee Vinacafe 3 in 1 Chất sữa đá 24gr,VCF _ Chất_Inno,GT0,Coffee,Instant Coffee Vinacafe 3 in 1 Chất sữa đá 24grVCF _ Chất_InnoGT0,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,1.0,0.6053138236426646,0.8846370287000562
Instant Coffee Vinacafe 2 in 1 Chất _ inno 12gr,VCF _ Chất_Inno,GT0,Coffee,Instant Coffee Vinacafe 2 in 1 Chất _ inno 12grVCF _ Chất_InnoGT0,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.0,0.3946861763573354,0.11536297129994377
Instant Coffee Wake up Bờ hồ hộp 17gr,WU _ Bờ hồ,GT0,Coffee,Instant Coffee Wake up Bờ hồ hộp 17grWU _ Bờ hồGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R&G Coffee Vinacafe Café rang xay Đặc biệt 200g,VCF _ R&G,MT0,Coffee,R&G Coffee Vinacafe Café rang xay Đặc biệt 200gVCF _ R&GMT0,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
R&G Coffee Vinacafe Đặc biệt 200g,VCF _ R&G,MT0,Coffee,R&G Coffee Vinacafe Đặc biệt 200gVCF _ R&GMT0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
R&G Coffee Vinacafe Café rang xay Đặc biệt 200g,VCF _ R&G,GT0,Coffee,R&G Coffee Vinacafe Café rang xay Đặc biệt 200gVCF _ R&GGT0,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84,0.84
R&G Coffee Vinacafe Đặc biệt 200g,VCF _ R&G,GT0,Coffee,R&G Coffee Vinacafe Đặc biệt 200gVCF _ R&GGT0,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
RTD Cereals B'fast thạch trái cây flavor 1 - 180ml,B'fast _ Sữa NC (kid)_Inno,GT0,Nutrition,RTD Cereals B'fast thạch trái cây flavor 1 - 180mlB'fast _ Sữa NC (kid)_InnoGT0,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65,0.65
RTD Cereals B'fast thạch trái cây flavor 1 - 110ml,B'fast _ Sữa NC (kid)_Inno,GT0,Nutrition,RTD Cereals B'fast thạch trái cây flavor 1 - 110mlB'fast _ Sữa NC (kid)_InnoGT0,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35
RTD Cereals B'fast thạch trái cây flavor 1 - 180ml,B'fast _ Sữa NC (kid)_Inno,MT0,Nutrition,RTD Cereals B'fast thạch trái cây flavor 1 - 180mlB'fast _ Sữa NC (kid)_InnoMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R&G Capsule Wake up độ đậm cấp 1 3gr,WU _ Mini Cup,KA0,Coffee,R&G Capsule Wake up độ đậm cấp 1 3grWU _ Mini CupKA0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 2 3gr,WU _ Mini Cup,KA0,Coffee,R&G Capsule Wake up độ đậm cấp 2 3grWU _ Mini CupKA0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 3 3gr,WU _ Mini Cup,KA0,Coffee,R&G Capsule Wake up độ đậm cấp 3 3grWU _ Mini CupKA0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 4 3gr,WU _ Mini Cup,KA0,Coffee,R&G Capsule Wake up độ đậm cấp 4 3grWU _ Mini CupKA0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 5 3gr,WU _ Mini Cup,KA0,Coffee,R&G Capsule Wake up độ đậm cấp 5 3grWU _ Mini CupKA0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 6 3gr,WU _ Mini Cup,KA0,Coffee,R&G Capsule Wake up độ đậm cấp 6 3grWU _ Mini CupKA0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 7 3gr,WU _ Mini Cup,KA0,Coffee,R&G Capsule Wake up độ đậm cấp 7 3grWU _ Mini CupKA0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm combo 7 cấp 3gr,WU _ Mini Cup,KA0,Coffee,R&G Capsule Wake up độ đậm combo 7 cấp 3grWU _ Mini CupKA0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
Frezze dried instant coffee 120gr,VCF _ Freeze dried,MT0,Coffee,Frezze dried instant coffee 120grVCF _ Freeze driedMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Frezze dried instant coffee 120gr,VCF _ Freeze dried,GT0,Coffee,Frezze dried instant coffee 120grVCF _ Freeze driedGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Coffee Vinacafe 3 in 1 sữa hạt hộp 20gr,VCF _ Sữa hạt,GT0,Coffee,Instant Coffee Vinacafe 3 in 1 sữa hạt hộp 20grVCF _ Sữa hạtGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Coffee Vinacafe 3 in 1 sữa hạt hộp 20gr,VCF _ Sữa hạt,MT0,Coffee,Instant Coffee Vinacafe 3 in 1 sữa hạt hộp 20grVCF _ Sữa hạtMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Coffee Wake Up ly giấy 39gr,WU _ Ly giấy (Topping),KA0,Coffee,Instant Coffee Wake Up ly giấy 39grWU _ Ly giấy (Topping)KA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Coffee Wake Up ly giấy 39gr,WU _ Ly giấy (Topping),GT0,Coffee,Instant Coffee Wake Up ly giấy 39grWU _ Ly giấy (Topping)GT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Coffee Wake Up ly giấy 39gr,WU _ Ly giấy (Topping),MT0,Coffee,Instant Coffee Wake Up ly giấy 39grWU _ Ly giấy (Topping)MT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Cereals B'fast Elder hộp 22gr - flavor 1,B'fast _ NC Elder,GT0,Nutrition,Instant Cereals B'fast Elder hộp 22gr - flavor 1B'fast _ NC ElderGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Instant Cereals B'fast Elder hộp 22gr - flavor 2,B'fast _ NC Elder,GT0,Nutrition,Instant Cereals B'fast Elder hộp 22gr - flavor 2B'fast _ NC ElderGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Instant Cereals B'fast Elder hộp 22gr - flavor 1,B'fast _ NC Elder,MT0,Nutrition,Instant Cereals B'fast Elder hộp 22gr - flavor 1B'fast _ NC ElderMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
Instant Cereals B'fast Elder hộp 22gr - flavor 2,B'fast _ NC Elder,MT0,Nutrition,Instant Cereals B'fast Elder hộp 22gr - flavor 2B'fast _ NC ElderMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
RTD Cà phê (Sữa Đá) 6bl x 4chai x 310ml,WU _ RTD,KA0,Coffee,RTD Cà phê (Sữa Đá) 6bl x 4chai x 310mlWU _ RTDKA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RTD Cà phê (Sữa Đá) 6bl x 4chai x 310ml,WU _ RTD,GT0,Coffee,RTD Cà phê (Sữa Đá) 6bl x 4chai x 310mlWU _ RTDGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RTD Cà phê (Sữa Đá) 6bl x 4chai x 310ml,WU _ RTD,MT0,Coffee,RTD Cà phê (Sữa Đá) 6bl x 4chai x 310mlWU _ RTDMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
R&G Capsule Wake up độ đậm cấp 1 3gr,WU _ Mini Cup,GT0,Coffee,R&G Capsule Wake up độ đậm cấp 1 3grWU _ Mini CupGT0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 2 3gr,WU _ Mini Cup,GT0,Coffee,R&G Capsule Wake up độ đậm cấp 2 3grWU _ Mini CupGT0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 3 3gr,WU _ Mini Cup,GT0,Coffee,R&G Capsule Wake up độ đậm cấp 3 3grWU _ Mini CupGT0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 4 3gr,WU _ Mini Cup,GT0,Coffee,R&G Capsule Wake up độ đậm cấp 4 3grWU _ Mini CupGT0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 5 3gr,WU _ Mini Cup,GT0,Coffee,R&G Capsule Wake up độ đậm cấp 5 3grWU _ Mini CupGT0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 6 3gr,WU _ Mini Cup,GT0,Coffee,R&G Capsule Wake up độ đậm cấp 6 3grWU _ Mini CupGT0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm cấp 7 3gr,WU _ Mini Cup,GT0,Coffee,R&G Capsule Wake up độ đậm cấp 7 3grWU _ Mini CupGT0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
R&G Capsule Wake up độ đậm combo 7 cấp 3gr,WU _ Mini Cup,GT0,Coffee,R&G Capsule Wake up độ đậm combo 7 cấp 3grWU _ Mini CupGT0,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125,0.125
RTD Cereals B'fast sữa hạt 180ml - flavor 1,B'fast _ Sữa hạt,GT0,Nutrition,RTD Cereals B'fast sữa hạt 180ml - flavor 1B'fast _ Sữa hạtGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
RTD Cereals B'fast sữa hạt 180ml - flavor 2,B'fast _ Sữa hạt,GT0,Nutrition,RTD Cereals B'fast sữa hạt 180ml - flavor 2B'fast _ Sữa hạtGT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
RTD Cereals B'fast sữa hạt 180ml - flavor 1,B'fast _ Sữa hạt,MT0,Nutrition,RTD Cereals B'fast sữa hạt 180ml - flavor 1B'fast _ Sữa hạtMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
RTD Cereals B'fast sữa hạt 180ml - flavor 2,B'fast _ Sữa hạt,MT0,Nutrition,RTD Cereals B'fast sữa hạt 180ml - flavor 2B'fast _ Sữa hạtMT0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
R&G Capsule Café de Nam Chuẩn hũ 7gr _ inno,VCF _ Capsule_inno,GT0,Nutrition,R&G Capsule Café de Nam Chuẩn hũ 7gr _ innoVCF _ Capsule_innoGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Cà phê VCF sữa kiểu Latte flavor 1 14gr,VCF _ Paper Cup _ inno,MT0,Coffee,Cà phê VCF sữa kiểu Latte flavor 1 14grVCF _ Paper Cup _ innoMT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Cà phê VCF sữa kiểu Latte flavor 2 39gr,VCF _ Paper Cup _ inno,MT0,Coffee,Cà phê VCF sữa kiểu Latte flavor 2 39grVCF _ Paper Cup _ innoMT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Cà phê VCF sữa kiểu Latte flavor 3 39gr,VCF _ Paper Cup _ inno,MT0,Coffee,Cà phê VCF sữa kiểu Latte flavor 3 39grVCF _ Paper Cup _ innoMT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Cà phê VCF sữa kiểu Latte flavor 4 39gr,VCF _ Paper Cup _ inno,MT0,Coffee,Cà phê VCF sữa kiểu Latte flavor 4 39grVCF _ Paper Cup _ innoMT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Cà phê VCF sữa kiểu Latte flavor 1 14gr,VCF _ Paper Cup _ inno,GT0,Coffee,Cà phê VCF sữa kiểu Latte flavor 1 14grVCF _ Paper Cup _ innoGT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Cà phê VCF sữa kiểu Latte flavor 2 39gr,VCF _ Paper Cup _ inno,GT0,Coffee,Cà phê VCF sữa kiểu Latte flavor 2 39grVCF _ Paper Cup _ innoGT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Cà phê VCF sữa kiểu Latte flavor 3 39gr,VCF _ Paper Cup _ inno,GT0,Coffee,Cà phê VCF sữa kiểu Latte flavor 3 39grVCF _ Paper Cup _ innoGT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Cà phê VCF sữa kiểu Latte flavor 4 39gr,VCF _ Paper Cup _ inno,GT0,Coffee,Cà phê VCF sữa kiểu Latte flavor 4 39grVCF _ Paper Cup _ innoGT0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
Snack B'fast Yum -Nut 25gr,B'fast _ Snack hạt,MT0,Nutrition,Snack B'fast Yum -Nut 25grB'fast _ Snack hạtMT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Snack B'fast Yum -Nut 25gr,B'fast _ Snack hạt,GT0,Nutrition,Snack B'fast Yum -Nut 25grB'fast _ Snack hạtGT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Snack B'fast Yum -Nut 25gr,B'fast _ Snack hạt,KA0,Nutrition,Snack B'fast Yum -Nut 25grB'fast _ Snack hạtKA0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Coffee Wake up 3 in 1 Sài Gòn 20gr,WU _ Sài Gòn (premium),GT0,Coffee,Instant Coffee Wake up 3 in 1 Sài Gòn 20grWU _ Sài Gòn (premium)GT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Instant Coffee Wake up 3 in 1 Sài Gòn 20gr,WU _ Sài Gòn (premium),MT0,Coffee,Instant Coffee Wake up 3 in 1 Sài Gòn 20grWU _ Sài Gòn (premium)MT0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
RTD Cereals B'fast hương xoài 180ml,B'fast _ Sữa trái cây_Inno,MT0,Nutrition,RTD Cereals B'fast hương xoài 180mlB'fast _ Sữa trái cây_InnoMT0,0.25,0.25,0.5,0.5,0.5,0.2,0.25,0.25,0.25,0.25,0.25,0.25
RTD Cereals B'fast hương vải 180ml,B'fast _ Sữa trái cây_Inno,MT0,Nutrition,RTD Cereals B'fast hương vải 180mlB'fast _ Sữa trái cây_InnoMT0,0.25,0.25,0.5,0.5,0.5,0.2,0.25,0.25,0.25,0.25,0.25,0.25
RTD Cereals B'fast flavor 1 - 180ml,B'fast _ Sữa trái cây_Inno,MT0,Nutrition,RTD Cereals B'fast flavor 1 - 180mlB'fast _ Sữa trái cây_InnoMT0,0.25,0.25,,,,0.3,0.25,0.25,0.25,0.25,0.25,0.25
RTD Cereals B'fast flavor 2 - 180ml,B'fast _ Sữa trái cây_Inno,MT0,Nutrition,RTD Cereals B'fast flavor 2 - 180mlB'fast _ Sữa trái cây_InnoMT0,0.25,0.25,,,,0.3,0.25,0.25,0.25,0.25,0.25,0.25
RTD Cereals B'fast flavor 1 - 180ml,B'fast _ Sữa trái cây_Inno,GT0,Nutrition,RTD Cereals B'fast flavor 1 - 180mlB'fast _ Sữa trái cây_InnoGT0,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325
RTD Cereals B'fast flavor 1 - 110ml,B'fast _ Sữa trái cây_Inno,GT0,Nutrition,RTD Cereals B'fast flavor 1 - 110mlB'fast _ Sữa trái cây_InnoGT0,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175
RTD Cereals B'fast flavor 2 - 180ml,B'fast _ Sữa trái cây_Inno,GT0,Nutrition,RTD Cereals B'fast flavor 2 - 180mlB'fast _ Sữa trái cây_InnoGT0,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325,0.325
RTD Cereals B'fast flavor 2 - 110ml,B'fast _ Sữa trái cây_Inno,GT0,Nutrition,RTD Cereals B'fast flavor 2 - 110mlB'fast _ Sữa trái cây_InnoGT0,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175,0.175
Powder Detergent Joins 2 in 1 2.7kg,Joins _ Powder Detergent,MT0,Home Care,Powder Detergent Joins 2 in 1 2.7kgJoins _ Powder DetergentMT0,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.47
Powder Detergent Joins 2 in 1 4.5kg,Joins _ Powder Detergent,MT0,Home Care,Powder Detergent Joins 2 in 1 4.5kgJoins _ Powder DetergentMT0,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22
Powder Detergent Joins 2 in 1 360gr,Joins _ Powder Detergent,MT0,Home Care,Powder Detergent Joins 2 in 1 360grJoins _ Powder DetergentMT0,,,,,,,,,,,,
Powder Detergent Joins 2 in 1 720gr,Joins _ Powder Detergent,MT0,Home Care,Powder Detergent Joins 2 in 1 720grJoins _ Powder DetergentMT0,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
Powder Detergent Net combo extra 12.5kg,Net _ Powder Detergent,GT0,Home Care,Powder Detergent Net combo extra 12.5kgNet _ Powder DetergentGT0,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.38
Powder Detergent NET Matic hương nước hoa 6kg,Net _ Powder Detergent,GT0,Home Care,Powder Detergent NET Matic hương nước hoa 6kgNet _ Powder DetergentGT0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
Powder Detergent NET hương Hoa Sứ 300gr,Net _ Powder Detergent,GT0,Home Care,Powder Detergent NET hương Hoa Sứ 300grNet _ Powder DetergentGT0,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09
Powder Detergent NET hương Hoa Sứ 600gr,Net _ Powder Detergent,GT0,Home Care,Powder Detergent NET hương Hoa Sứ 600grNet _ Powder DetergentGT0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
Powder Detergent Net combo hương hoa sứ 10.6kg,Net _ Powder Detergent,GT0,Home Care,Powder Detergent Net combo hương hoa sứ 10.6kgNet _ Powder DetergentGT0,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
Powder Detergent NET hương Hoa Sứ 5.5kg,Net _ Powder Detergent,GT0,Home Care,Powder Detergent NET hương Hoa Sứ 5.5kgNet _ Powder DetergentGT0,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13
Floor Care NET Extra 1kg,Net _ Floor care,GT0,Home Care,Floor Care NET Extra 1kgNet _ Floor careGT0,0.08,0.08,0.08,0.4,0.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2
Floor Care NET Extra 4kg,Net _ Floor care,GT0,Home Care,Floor Care NET Extra 4kgNet _ Floor careGT0,0.5,0.5,0.5,0.5,0.5,0.35,0.35,0.35,0.35,0.35,0.35,0.35
Floor Care NET hoa Anh Đào 3.8kg,Net _ Floor care,GT0,Home Care,Floor Care NET hoa Anh Đào 3.8kgNet _ Floor careGT0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.4,0.4,0.4
Liquid Detergent Super NET 2.2kg,Net _ Liquid Detergent,GT0,Home Care,Liquid Detergent Super NET 2.2kgNet _ Liquid DetergentGT0,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012
Liquid Detergent Super NET 3.6kg,Net _ Liquid Detergent,GT0,Home Care,Liquid Detergent Super NET 3.6kgNet _ Liquid DetergentGT0,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146,0.0146
Liquid Detergent Super NET 2.7kg,Net _ Liquid Detergent,GT0,Home Care,Liquid Detergent Super NET 2.7kgNet _ Liquid DetergentGT0,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004,0.004
Liquid Detergent NET Matic 3.6kg,Net _ Liquid Detergent,GT0,Home Care,Liquid Detergent NET Matic 3.6kgNet _ Liquid DetergentGT0,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17
Liquid Detergent NET Matic hương nước hoa 3.6kg,Net _ Liquid Detergent,GT0,Home Care,Liquid Detergent NET Matic hương nước hoa 3.6kgNet _ Liquid DetergentGT0,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.205,0.205
Liquid Detergent NET Matic đậm đặc 2.4kg,Net _ Liquid Detergent,GT0,Home Care,Liquid Detergent NET Matic đậm đặc 2.4kgNet _ Liquid DetergentGT0,0.0089,0.0089,0.0089,0.0089,0.0089,0.0089,0.0089,0.0089,0.0089,0.0089,0.0089,0.0089
Liquid Detergent NET Matic hương nước hoa 2.4kg,Net _ Liquid Detergent,GT0,Home Care,Liquid Detergent NET Matic hương nước hoa 2.4kgNet _ Liquid DetergentGT0,0.0285,0.0285,0.0285,0.0285,0.0285,0.0285,0.0285,0.0285,0.0285,0.0285,0.0285,0.0285
Liquid Detergent NET Matic diệu kỳ 3.3kg,Net _ Liquid Detergent,GT0,Home Care,Liquid Detergent NET Matic diệu kỳ 3.3kgNet _ Liquid DetergentGT0,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269,0.269
Liquid Detergent NET Matic đam mê 3.3kg,Net _ Liquid Detergent,GT0,Home Care,Liquid Detergent NET Matic đam mê 3.3kgNet _ Liquid DetergentGT0,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288,0.288
Dish-wash NET hương Chanh 400gr,Net _ Dishwash,GT0,Home Care,Dish-wash NET hương Chanh 400grNet _ DishwashGT0,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.04
